Latitude,Longitude,Pays,Ville_Proche,Region
30.2059304,-110.4020378,Mexico,Magdalena de Kino,North America
30.2085124,-102.4110603,United States of America,Fort Stockton,North America
30.2092289,-99.005018,United States of America,Fredericksburg,North America
30.218453,-91.719771,United States of America,St. Martinville,North America
30.2406726,-107.7471592,Mexico,Nuevo Casas Grandes,North America
30.2795187,77.4978751,India,Sahāranpur,India
30.28724,-98.848836,United States of America,Fredericksburg,North America
30.2919269,-83.0297771,United States of America,Live Oak,North America
30.2925914,-97.5535357,United States of America,Hornsby Bend,North America
30.2926041,-89.9585004,United States of America,Lacombe,North America
30.2951255,-89.7079516,United States of America,Slidell,North America
30.2964903,-91.3248012,United States of America,Plaquemine,North America
30.309919,76.3310554,India,Patiāla,India
30.3124976,-92.6020023,United States of America,Jennings,North America
30.3383731,78.0249178,India,Dehra Dūn,India
30.391904,-90.7685149,United States of America,Walker,North America
30.395845,-88.4465362,United States of America,Moss Point,North America
30.3983421,-83.8774893,United States of America,Tallahassee,North America
30.400164,-94.674374,United States of America,Liberty,North America
30.406074,-87.7724625,United States of America,Foley,North America
30.419941,-93.262329,United States of America,Moss Bluff,North America
30.4203056,77.5695987,India,Sahāranpur,India
30.4204247,-101.1256278,United States of America,Del Rio,North America
30.433413,-86.120642,United States of America,Miramar Beach,North America
30.46293,-89.804206,United States of America,Picayune,North America
30.468674,-92.368454,United States of America,Eunice,North America
30.470088,-92.371748,United States of America,Eunice,North America
30.4720844,-90.6423542,United States of America,Hammond,North America
30.4796888,-88.9120762,United States of America,D'Iberville,North America
30.482414,-92.8343709,United States of America,Jennings,North America
30.4942258,-90.3676585,United States of America,Hammond,North America
30.4999942,-87.6920125,United States of America,Robertsdale,North America
30.5020359,-111.0998601,Mexico,Magdalena de Kino,North America
30.5033016,-90.9056121,United States of America,Walker,North America
30.5249587,-86.1334976,United States of America,DeFuniak Springs,North America
30.5266903,-97.811037,United States of America,Cedar Park,North America
30.5523674,-95.9496908,United States of America,Navasota,North America
30.5581736,-81.8308811,United States of America,Nassau Village-Ratliff,North America
30.575629,-89.607677,United States of America,Picayune,North America
30.585645,-110.9051451,Mexico,Magdalena de Kino,North America
30.5929902,-82.9427937,United States of America,Live Oak,North America
30.5941077,-84.510779,United States of America,Quincy,North America
30.594486,-93.274499,United States of America,DeRidder,North America
30.6002353,-97.6371098,United States of America,Round Rock,North America
30.604004,-90.359134,United States of America,Hammond,North America
30.6055907,-83.3996627,United States of America,Valdosta,North America
30.61953,-83.563842,United States of America,Valdosta,North America
30.620589,-92.431824,United States of America,Eunice,North America
30.646578,-97.6740331,United States of America,Georgetown,North America
30.6504993,-97.6299058,United States of America,Georgetown,North America
30.6542341,-98.7001045,United States of America,Kingsland,North America
30.656745,-89.7962,United States of America,Bogalusa,North America
30.65683,-92.927397,United States of America,Oakdale,North America
30.66102,76.6974884,India,Chandigarh,India
30.6624534,-86.1280732,United States of America,DeFuniak Springs,North America
30.6849442,-98.4690162,United States of America,Kingsland,North America
30.6938226,-81.9315945,United States of America,Folkston,North America
30.6979552,75.8346531,India,Ludhiāna,India
30.6986063,74.6913269,India,Kasur,India
30.727059,-95.102307,United States of America,Onalaska,North America
30.732498,-90.388324,United States of America,Amite City,North America
30.7331591,-98.4710666,United States of America,Kingsland,North America
30.74181,-96.316794,United States of America,Bryan,North America
30.761644,-90.250158,United States of America,Amite City,North America
30.77899,75.6166993,India,Ludhiāna,India
30.799685,74.4206901,India,Kasur,India
30.820783,-98.5628021,United States of America,Kingsland,North America
30.8337328,-83.2710763,United States of America,Valdosta,North America
30.837367,-112.2634453,Mexico,Heroica Caborca,North America
30.8448867,-92.2669754,United States of America,Ville Platte,North America
30.861502,-91.022346,United States of America,Zachary,North America
30.8665383,-87.7494716,United States of America,Bay Minette,North America
30.8722411,-96.5995568,United States of America,Bryan,North America
30.8946561,-102.9178085,United States of America,Fort Stockton,North America
30.902916,-88.004552,United States of America,Satsuma,North America
30.9246897,-116.1268932,Mexico,Vicente Guerrero,North America
30.9361398,-83.2428582,United States of America,Valdosta,North America
30.947011,-86.053436,United States of America,DeFuniak Springs,North America
30.954117,-91.466648,United States of America,New Roads,North America
30.9735877,-86.6614024,United States of America,Crestview,North America
30.978693,-98.323665,United States of America,Lampasas,North America
30.981905,-97.931257,United States of America,Copperas Cove,North America
31.0343376,-85.4063652,United States of America,Dothan,North America
31.043125,-85.536481,United States of America,Dothan,North America
31.051944,-82.016915,United States of America,Folkston,North America
31.0675727,-106.4862718,Mexico,Ahumada,North America
31.0685896,-104.7926865,United States of America,Alpine,North America
31.0817358,-110.0869878,Mexico,Cananea,North America
31.102094,-90.860532,United States of America,McComb,North America
31.1042915,-85.7074757,United States of America,Daleville,North America
31.124549,-87.256963,United States of America,Brewton,North America
31.125551,-97.2289451,United States of America,Temple,North America
31.16301,-93.595078,United States of America,Leesville,North America
31.1750661,-82.1787422,United States of America,Waycross,North America
31.1782711,-113.0489811,Mexico,Heroica Caborca,North America
31.179419,-94.619881,United States of America,Lufkin,North America
31.192696,130.801982,Japan,Kaneyama,Japan
31.194464,130.608287,Japan,Kaneyama,Japan
31.2198264,-107.8623346,Mexico,Ascensión,North America
31.2585685,74.6817487,India,Kasur,India
31.2619382,75.7042443,India,Jalandhar,India
31.2678412,-106.5067308,Mexico,San Elizario,North America
31.271964,-85.421907,United States of America,Dothan,North America
31.2796697,130.3350108,Japan,Kagoshima,Japan
31.281485,-97.6219839,United States of America,Gatesville,North America
31.289363,-96.540847,United States of America,Marlin,North America
31.303399,-93.181526,United States of America,Leesville,North America
31.308835,-96.737744,United States of America,Marlin,North America
31.3331956,-115.5446337,Mexico,Vicente Guerrero,North America
31.336044,-81.954508,United States of America,Jesup,North America
31.341871,-90.255015,United States of America,McComb,North America
31.3443496,-92.2527937,United States of America,Pineville,North America
31.347489,-115.203314,Mexico,San Felipe,North America
31.3748661,-97.0742126,United States of America,Robinson,North America
31.3887276,130.4063858,Japan,Kagoshima,Japan
31.39756,-90.209583,United States of America,Brookhaven,North America
31.4014978,-100.4390925,United States of America,San Angelo,North America
31.4033233,-109.918501,United States of America,Bisbee,North America
31.4048078,-92.7099968,United States of America,Alexandria,North America
31.4116572,130.1382354,Japan,Kagoshima,Japan
31.4140834,74.9025299,India,Amritsar,India
31.4253115,-84.7525893,United States of America,Bainbridge,North America
31.4260708,-97.0655921,United States of America,Robinson,North America
31.4278997,-85.8883569,United States of America,Enterprise,North America
31.4318995,-86.9387188,United States of America,Brewton,North America
31.4384146,-97.7073565,United States of America,Gatesville,North America
31.441746,-86.071822,United States of America,Enterprise,North America
31.4593885,-84.1165481,United States of America,Albany,North America
31.4681029,-111.262874,United States of America,Rio Rico,North America
31.480275,-88.040908,United States of America,Satsuma,North America
31.4896738,-107.5184029,Mexico,Ascensión,North America
31.4905635,-112.6995027,Mexico,Heroica Caborca,North America
31.4913424,-97.5519961,United States of America,McGregor,North America
31.506122,77.2338787,India,Shimla,India
31.5113061,-90.7097117,United States of America,Brookhaven,North America
31.518707,-89.870025,United States of America,Columbia,North America
31.518744,-82.780272,United States of America,Douglas,North America
31.5189,-92.39454,United States of America,Pineville,North America
31.529509,-100.256261,United States of America,San Angelo,North America
31.5443501,-103.0508556,United States of America,Monahans,North America
31.5449768,-100.4843399,United States of America,San Angelo,North America
31.55063,-85.252354,United States of America,Dothan,North America
31.5507979,-90.2051008,United States of America,Brookhaven,North America
31.5532054,-90.1040168,United States of America,Brookhaven,North America
31.563557,-85.752748,United States of America,Ozark,North America
31.565115,-83.316889,United States of America,Fitzgerald,North America
31.6004799,-91.5137336,United States of America,Ferriday,North America
31.612347,-85.427941,United States of America,Ozark,North America
31.6297153,-96.8840264,United States of America,Bellmead,North America
31.6439894,75.8004334,India,Harīpur,India
31.6552,-95.0707337,United States of America,Jacksonville,North America
31.672128,-89.99587,United States of America,Columbia,North America
31.677889,-96.815947,United States of America,Bellmead,North America
31.6803192,-83.3104822,United States of America,Fitzgerald,North America
31.701593,129.73829,Japan,Kagoshima,Japan
31.7055176,-100.7842733,United States of America,San Angelo,North America
31.711764,-82.036152,United States of America,Jesup,North America
31.71877,-91.553735,United States of America,Ferriday,North America
31.7234309,-82.6951839,United States of America,Douglas,North America
31.724795,-97.236069,United States of America,Lacy-Lakeview,North America
31.737018,-82.338632,United States of America,Baxley,North America
31.742332,-96.5473,United States of America,Mexia,North America
31.758396,-93.846022,United States of America,Mansfield,North America
31.7589911,75.0844796,India,Amritsar,India
31.772934,-82.339772,United States of America,Baxley,North America
31.8011557,-82.0966735,United States of America,Baxley,North America
31.8034377,-94.2272305,United States of America,Center,North America
31.8201788,-85.8515696,United States of America,Troy,North America
31.827087,131.383674,Japan,Miyazaki,Japan
31.830022,-94.4845954,United States of America,Nacogdoches,North America
31.8380443,-97.0904928,United States of America,Hillsboro,North America
31.8385647,129.9216235,Japan,Kagoshima,Japan
31.8600219,-116.6188959,Mexico,Ensenada,North America
31.881835,-96.657125,United States of America,Mexia,North America
31.8966341,-95.1429021,United States of America,Jacksonville,North America
31.9011871,-83.1554541,United States of America,Fitzgerald,North America
31.902652,-87.229975,United States of America,Selma,North America
31.9168012,130.2529529,Japan,Kagoshima,Japan
31.942635,131.139895,Japan,Miyazaki,Japan
31.9439073,-106.4078047,United States of America,El Paso,North America
31.949701,-91.655612,United States of America,Winnsboro,North America
31.9569333,-81.324409,United States of America,Richmond Hill,North America
31.9764112,-89.2884119,United States of America,Laurel,North America
31.9769288,-110.7044057,United States of America,Vail,North America
31.9777132,-91.6552233,United States of America,Winnsboro,North America
31.978093,-88.605944,United States of America,Meridian,North America
31.987372,-84.095083,United States of America,Americus,North America
31.987482,-97.8681955,United States of America,Stephenville,North America
31.9949312,-104.8328581,United States of America,Carlsbad,North America
31.998659,-84.435334,United States of America,Americus,North America
32.0027499,-97.1356062,United States of America,Hillsboro,North America
32.0076336,77.4498337,India,Shimla,India
32.0263718,-86.0317999,United States of America,Troy,North America
32.027745,130.518522,Japan,Kagoshima,Japan
32.028303,-102.145416,United States of America,Midland,North America
32.0361447,-102.1231332,United States of America,Midland,North America
32.041562,-93.598477,United States of America,Mansfield,North America
32.041707,-86.895733,United States of America,Greenville,North America
32.0523864,-95.4929059,United States of America,Jacksonville,North America
32.0726826,-95.4199943,United States of America,Jacksonville,North America
32.085835,-86.003755,United States of America,Pike Road,North America
32.0969696,-97.1104488,United States of America,Hillsboro,North America
32.1177611,-108.5378462,United States of America,Silver City,North America
32.128925,-91.704847,United States of America,Winnsboro,North America
32.1492515,-90.4375475,United States of America,Byram,North America
32.1520996,-96.930767,United States of America,Hillsboro,North America
32.1657234,-101.8235537,United States of America,Midland,North America
32.1941459,-94.6303176,United States of America,Henderson,North America
32.202148,-88.054595,United States of America,Demopolis,North America
32.211143,-85.807326,United States of America,Tuskegee,North America
32.2257627,-114.7605068,Mexico,San Luis,North America
32.232537,-81.839497,United States of America,Statesboro,North America
32.237214,-92.353117,United States of America,Claiborne,North America
32.239452,-92.005195,United States of America,Monroe,North America
32.2427116,-93.6897437,United States of America,Mansfield,North America
32.244283,-97.303461,United States of America,Keene,North America
32.2466484,-83.2377104,United States of America,Eastman,North America
32.265331,-109.2357775,United States of America,Safford,North America
32.2768406,-90.6623315,United States of America,Vicksburg,North America
32.277256,-82.093082,United States of America,Vidalia,North America
32.282028,-83.4521039,United States of America,Cochran,North America
32.2840326,-95.1590302,United States of America,Whitehouse,North America
32.2900406,-104.6084864,United States of America,Carlsbad,North America
32.2904813,-110.3724199,United States of America,Rincon Valley,North America
32.312088,-85.555213,United States of America,Tuskegee,North America
32.3193714,-94.5144246,United States of America,Carthage,North America
32.3217906,-89.0291813,United States of America,Meridian,North America
32.3239366,-89.4303674,United States of America,Philadelphia,North America
32.3401379,-92.7801606,United States of America,Jonesboro,North America
32.343836,-85.499742,United States of America,Tuskegee,North America
32.3566829,-101.006317,United States of America,Colorado City,North America
32.3574063,-93.5081038,United States of America,Bossier City,North America
32.3746541,-86.2888574,United States of America,Montgomery,North America
32.3750141,-90.0463487,United States of America,Flowood,North America
32.376855,131.3512787,Japan,Miyazaki,Japan
32.3812934,-85.0837952,United States of America,Phenix City,North America
32.3829827,-84.2984788,United States of America,Montezuma,North America
32.395155,130.884245,Japan,Kumamoto,Japan
32.4253,-87.779698,United States of America,Demopolis,North America
